CityTown,Location,StateTerritory,Country,Date,EstimateLow,EstimateHigh,Estimate,Actor,Source1,Source2,Source3,g_lat,g_lon
Red Bank,Marine Park,NJ,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20321/signup/?&source=&s=,,,40.3470543,-74.0643065
Redding,Redding City Hall; Cypress Ave,CA,US,6/30/2018,350,350,350,Families Belong Together,https://act.moveon.org/event/families-belong-together/19837/signup/?source=&s=,https://www.redding.com/videos/news/local/2018/06/30/families-belong-together-rally/36531893/,,40.7908864,-121.8474493
Redmond,Centennial Park,OR,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19940/signup/?source=&s=,,,44.2726203,-121.1739212
Redondo Beach,Intersection of Hawthorne and Artesia boulevards,CA,US,6/30/2018,350,400,350 to 400,Families Belong Together,https://www.dailybreeze.com/2018/06/30/redondo-beach-protesters-raise-their-voices-and-whistles-and-bullhorns-to-oppose-separating-immigrant-families/,https://easyreadernews.com/protesters-stand-against-family-separation/,,33.8491816,-118.3884078
Redwood City,Redwood City Courthouse Square,CA,US,6/30/2018,3000,3000,"3,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20483/signup/?source=&s=,https://www.youtube.com/watch?v=k_WcN2NjSBs,,37.4852152,-122.2363548
Reno,Reno City Hall,NV,US,6/30/2018,200,1200,"200 to 1,200",Families Belong Together,https://act.moveon.org/event/families-belong-together/20211/signup/?&source=&s=,http://mynews4.com/news/local/families-belong-together-rally-in-reno-saturday-overtrump-immigration-policy,https://www.facebook.com/events/187047405315632/,39.5296329,-119.8138027
Reno,Reno Federal Building,NV,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20216/signup/?&source=&s=,,,39.5296329,-119.8138027
Rhinebeck,Episcopal Church of the Messiah,NY,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20380/signup/?source=&s=,https://www.poughkeepsiejournal.com/story/news/2018/06/30/families-belong-together-hudson-valley-families-oppose-migrant-family-separation/748214002/,,41.9318294,-73.9074372
Richmond,ICE/West County Detention Center,CA,US,6/30/2018,4500,4500,"4,500",Families Belong Together,https://act.moveon.org/event/families-belong-together/20020/signup/?akid=undefined&zip=&source=,https://twitter.com/LaurenPorFavor/status/1013198153384787968,,37.9357576,-122.3477486
Richmond,Richmond Municipal Building,IN,US,6/30/2018,100,100,100,Families Belong Together,https://www.pal-item.com/story/news/local/2018/06/30/richmond-protest-over-u-s-immigration-policies-draws-crowd/748261002/,,,39.8289369,-84.8902382
Richmond,Virginia Civil Rights Monument,VA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20144/signup/?source=&s=,https://www.richmond.com/news/local/hundreds-protest-trump-immigration-policies-at-families-belong-together-rally/article_5a604312-d6f7-5f4e-8c16-8bc80ff74c4e.html,,37.5407246,-77.4360481
Riverside,Galleria at Tyler,CA,US,6/30/2018,1200,1200,"1,200",Families Belong Together,https://act.moveon.org/event/families-belong-together/19937/signup/?source=&s=,https://www.sbsun.com/2018/06/30/diversity-inspiring-at-protests-in-riverside-and-san-bernardino-calling-for-reuniting-immigrant-families/,,33.9806005,-117.3754942
Roanoke,Roanoke Downtown Library,VA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19912/signup/?source=&s=,,,37.3008485,-80.0087746
Rochester,Peace Plaza,MN,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20244/signup/?source=&s=,https://www.kaaltv.com/news/ldquofamilies-belong-togetherrdquo-rallies-in-albert-lea-and-rochester-/4970505/,,44.0121221,-92.4801989
Rochester,Washington Square Park,NY,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20504/signup/?&source=&s=,https://www.democratandchronicle.com/story/news/local/communities/2018/06/30/immigration-protest-rally-families-belong-together-children-reunite-rochester-june-30/745028002/,,43.1565779,-77.6088465
Rochester,Federal Building and ICE Office,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20505/signup/?&source=&s=,,,43.1565779,-77.6088465
Rockford,City Hall,IL,US,6/30/2018,950,950,950,Families Belong Together,https://act.moveon.org/event/families-belong-together/20000/signup/?source=&s=,http://www.rrstar.com/news/20180630/nearly-1k-marchers-brave-heat-to-protest-us-immigration-policy,,42.3109094,-89.0179332
Rock Hill,outside U.S. Sen. Lindsey Graham's Rock Hill office,SC,US,6/30/2018,100,100,100,Families Belong Together,https://www.heraldonline.com/news/local/article214088034.html,,,34.9248667,-81.0250784
Rockville Centre,,NY,US,6/30/2018,200,200,200,Families Belong Together,http://www.fios1news.com/longisland/local-keeping-families-together,,,40.6587138,-73.6412406
Roseburg,Garden Valley Blvd,OR,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20206/signup/?source=&s=,https://www.nrtoday.com/news/local/roseburg/demonstrators-protest-trump-immigration-policies/article_7387ed3f-189a-5652-acac-a4c8dc5e4803.html,,43.216505,-123.3417381
Rosewell,,NM,US,6/30/2018,22,22,22,Families Belong Together,https://www.facebook.com/events/2218061871762385/,,,33.3942655,-104.5230242
Rouses Point,U.S. Customs and Border Protection Rouses Point,NY,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20333/signup/?source=&s=,https://eu.burlingtonfreepress.com/videos/news/2018/06/30/is-donald-trump-naughty-asks-5-year-old-immigration-protest-us-border/748369002/,,44.9939279,-73.3648557
Rutherford,Rutherford Congregational Church,NJ,US,6/30/2018,13,24,13 to 24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20537/signup/?source=&s=,,,40.826489,-74.1068091
Rutland,Main Street Park,VT,US,6/30/2018,150,150,150,Families Belong Together,http://www.rutlandherald.com/articles/rutland-rally-against-family-separation/,http://mountaintimes.info/protest-draws-150-plus/,,43.6106237,-72.9726065
Sacramento,US Citizenship and Immigration Services,CA,US,6/30/2018,2000,2000,"2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19881/signup/?akid=undefined&zip=&source=,https://www.sacbee.com/news/local/article214129234.html,,38.5815719,-121.4943996
Saint Augustine,Plaza de la Constitución,FL,US,6/30/2018,143,300,143 to 300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20609/signup/?source=&s=,https://www.facebook.com/events/1072895309527827/,https://indivisible-st-johns.blogspot.com/2018/07/families-belong-together-rally-63018-we.html,29.9012437,-81.3124341
Saint Charles,Randall & 64,IL,US,6/30/2018,20,20,20,Families Belong Together,https://act.moveon.org/event/families-belong-together/20208/signup/?source=&s=,https://www.facebook.com/groups/OFDNorthCarolina50StatesPlus/about/,,41.9141945,-88.3086867
Saint George,St. George Blvd,UT,US,6/30/2018,100,100,100,Families Belong Together,https://www.thespectrum.com/story/news/local/2018/06/30/families-belong-together-rally-st-george/748157002/,,,37.0965278,-113.5684164
Saint Joseph,On the bluff in downtown St. Joseph,MI,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20639/signup/?source=&s=,https://www.heraldpalladium.com/news/local/bringing-the-heat/article_1cef58ed-aea7-56d5-83aa-d1363dc9abe3.html,,42.0938577,-86.4895463
Saint Joseph,francis street united methodist church,MO,US,6/30/2018,120,120,120,Families Belong Together,http://www.kq2.com/content/video/487042431.html,,,39.7674578,-94.846681
Saint Louis,Kiener Plaza East,MO,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19956/signup/?source=&s=,https://www.stltoday.com/news/local/about-protest-in-st-louis-over-trump-administration-immigration-policies/collection_f5d4e327-89d1-5c44-a255-a31a4a0a0fcc.html#1,,38.6270025,-90.1994042
Salem,Oregon State Capitol,OR,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20552/signup/?source=&s=,https://www.statesmanjournal.com/story/news/2018/06/30/families-belong-together-protest-rally-salem-oregon/746034002/,,44.9428975,-123.0350963
Salida,Centennial Park - Hwy 50 at Holman,CO,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20442/signup/?source=&s=,,,38.5347193,-105.9989022
Salisbury,,MD,US,6/30/2018,10,10,10,Families Belong Together,https://act.moveon.org/event/families-belong-together/20027/signup/?source=&s=,https://twitter.com/KaliwendwaN/status/1013118353156780032,,38.3606736,-75.5993692
Salisbury,Kelsey Scott Park,NC,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20027/signup/?source=&s=,https://www.salisburypost.com/2018/07/01/a-human-rights-issue-locals-protest-border-policies/,,35.6709727,-80.4742261
Salt Lake City,Utah State Capitol,UT,US,6/30/2018,2000,2000,"2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19886/signup/?source=&s=,https://twitter.com/Kelan_Lyons/status/1013109491615727616,,40.7607793,-111.8910474
San Antonio,San Fernando Cathedral,TX,US,6/30/2018,800,2000,"800 to 2,000",Families Belong Together,https://twitter.com/RealBlueDuran/status/1013135683588943872,https://www.mysanantonio.com/news/local/article/Demonstrators-rally-downtown-to-protest-Trump-13040235.php,,29.4241219,-98.4936282
San Bernardino,655 W Rialto Ave; outside Homeland Security office,CA,US,6/30/2018,450,450,450,Families Belong Together,https://act.moveon.org/event/families-belong-together/20021/signup/?source=&s=,https://www.sbsun.com/2018/06/30/diversity-inspiring-at-protests-in-riverside-and-san-bernardino-calling-for-reuniting-immigrant-families/,,34.1083449,-117.2897652
San Diego,Waterfront Park,CA,US,6/30/2018,200,4000,"200 to 4,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19967/signup/?source=&s=,http://www.sandiegouniontribune.com/visuals/photography/sd-families-belong-together-protests-in-san-diego-and-carlsbad-20180630-photogallery.html,https://timesofsandiego.com/politics/2018/06/30/children-are-crying-thousands-march-downtown-anew-against-trump-border-policies/,32.715738,-117.1610838
San Francisco,Civic Center Plaza,CA,US,6/30/2018,20000,30000,"20,000 to 30,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19835/signup/?source=&s=,https://twitter.com/SonjaHutson/status/1013131116943831040,https://deadline.com/2018/06/families-belong-together-immigration-protest-rally-john-legend-chrissy-teigen-laura-dern-lin-manuel-miranda-kerry-washington-america-ferrera-donald-trump-1202420138/,37.7749295,-122.4194155
San Jose,San Jose City Hall,CA,US,6/30/2018,1000,2000,"1,000 to 2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20086/signup/?source=&s=,https://twitter.com/JennieGonzMedia/status/1013129334922489856,https://www.mercurynews.com/2018/06/30/thousands-to-march-today-in-families-belong-together-rallies/,37.3382082,-121.8863286
San Leandro,San Leandro City Hall,CA,US,6/30/2018,68,68,68,Families Belong Together,https://act.moveon.org/event/families-belong-together/20147/signup/?source=&s=,https://twitter.com/AnikaMarinakis/status/1013126903635439616,https://www.facebook.com/events/1745291572228735/,37.7249296,-122.1560768
San Luis,Friendship Park,AZ,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20725/signup/?source=&s=,,,32.4869996,-114.7821796
San Luis Obispo,SLO County Courthouse,CA,US,6/30/2018,1500,1500,"1,500",Families Belong Together,https://act.moveon.org/event/families-belong-together/20059/signup/?source=&s=,https://www.kansas.com/news/local/article214134029.html,,35.2827524,-120.6596156
San Mateo,,CA,US,6/30/2018,42,42,42,Families Belong Together,https://www.facebook.com/yolanda.ramirezarias/videos/o.799435606920466/2157923817557991/?type=2&theater,,,37.5629917,-122.3255254
Sandpoint,Bonner County Courthouse on First Avenue,ID,US,6/30/2018,125,125,125,Families Belong Together,https://act.moveon.org/event/families-belong-together/20568/signup/?source=&s=,http://sandpointreader.com/crowd-protests-immigration-policy-at-courthouse/,,48.276577,-116.553465
Sandwich,SandwichFest,MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20571/signup/?source=&s=,,,41.7589615,-70.4939317
Santa Barbara,De La Guerra Plaza,CA,US,6/30/2018,2000,2000,"2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19975/signup/?source=&s=,https://www.edhat.com/news/nationwide-families-belong-together-rally-in-santa-barbara,,34.4208305,-119.6981901
Santa Clarita,city hall,CA,US,6/30/2018,200,200,200,Families Belong Together,http://www.hometownstation.com/santa-clarita-latest-news/families-belong-together-protesters-demand-immigration-policy-reform-outside-city-hall-239510,,,34.3916641,-118.542586
Santa Cruz,Santa Cruz City Hall 809 Center St. and Abbott Square 118 Copper St.,CA,US,6/30/2018,8000,8000,"8,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19951/signup/?source=&s=,http://www.santacruzsentinel.com/article/NE/20180630/NEWS/180639989,,36.9741171,-122.0307963
Santa Fe,Railyard Park,NM,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20480/signup/?source=&s=,http://www.santafenewmexican.com/news/protests-across-u-s-call-for-end-to-migrant-family/article_45f49422-7d59-5d68-b2ab-78d0663881ae.html,,35.6869752,-105.937799
Santa Maria,ICE facility,CA,US,6/30/2018,200,450,200 to 450,Families Belong Together,https://www.newtimesslo.com/sanluisobispo/slo-santa-maria-join-nationwide-protests-against-trumps-immigration-policies/Content?oid=5570619,https://www.independent.com/news/2018/jul/02/community-rallies-shut-ice-down/,,34.9530337,-120.4357191
Santa Rosa,"Courthouse Square, Downtown Santa Rosa",CA,US,6/30/2018,3000,3000,"3,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20106/signup/?source=&s=,http://www.pressdemocrat.com/news/8475376-181/sonoma-county-rallies-urge-embrace,,38.440429,-122.7140548
Saranac Lake,Riverside Park,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20349/signup/?source=&s=,,,44.329496,-74.1312662
Sarasota,Five Points Park,FL,US,6/30/2018,600,1000,"600 to 1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19834/signup/?source=&s=,http://www.theledger.com/news/20180701/hundreds-gather-to-protest-family-separation-in-sarasota,,27.3364347,-82.5306527
Saratoga Springs,Congress Park,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19906/signup/?source=&s=,,,43.0831301,-73.7845651
Sault Ste Marie,the eagle statue near Superior Coffee,MI,US,6/30/2018,46,77,46 to 77,Families Belong Together,https://act.moveon.org/event/families-belong-together/20275/signup/?source=&s=,https://twitter.com/tmarente/status/1013368689482182656,,46.4977115,-84.3475876
Savannah,Johnson Square to City Hall,GA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20388/signup/?&source=&s=,http://www.wtoc.com/story/38548802/local-immigration-rally-draws-hundreds-to-johnson-square,,32.0808989,-81.091203
Scottsbluff,Deb Fischer's Office,NE,US,6/30/2018,40,40,40,Families Belong Together,https://act.moveon.org/event/families-belong-together/20606/signup/?source=&s=,https://www.starherald.com/news/local_news/families-belong-together-protesters-voice-opposition-to-immigration-policies/article_134e2c6e-195e-5a5a-9318-3c6581bed249.html,,41.8666341,-103.6671662
Scranton,Lackawanna County Courthouse Square,PA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20347/signup/?source=&s=,http://fox56.com/news/local/demonstrators-in-scranton-rally-to-keep-immigrant-families-together,https://wnep.com/2018/06/30/rally-in-scranton-to-keep-families-together/,41.408969,-75.6624122
Seattle,SeaTac Detention Center,WA,US,6/30/2018,10000,10000,"10,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19992/signup/?source=&s=,https://www.seattletimes.com/seattle-news/politics/10000-strong-demonstrate-at-seatac-detention-facility-against-president-trumps-zero-tolerance-immigration-policy/,,47.6062095,-122.3320708
Sebastian,Riverview Park,FL,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/19896/signup/?source=&s=,https://www.tcpalm.com/picture-gallery/news/local/indian-river-county/2018/06/30/families-belong-together-march-in-sebastian/36527477/,,27.816415,-80.4706078
Sebastopol,Sebastopol Plaza,CA,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/19918/signup/?source=&s=,https://twitter.com/familiesbelong/status/1013388244883591168,,38.4021359,-122.8238806
Sebring,Sebring High School,FL,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20329/signup/?&source=&s=,,,27.495592,-81.440907
Sharon,Post Office Square,MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20834/signup/?source=&s=,,,42.1236499,-71.1786237
Sharon,Mike Kelly's office; 33 Chestnut Avenue,PA,US,6/30/2018,80,100,80 to 100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20834/signup/?source=&s=,https://twitter.com/Ca_Metzger/status/1013227797714784256?s=04,web form,41.2331116,-80.4934035
Sherman,Grayson County Courthouse Lawn,TX,US,6/30/2018,40,40,40,Families Belong Together,https://act.moveon.org/event/families-belong-together/19947/signup/?source=&s=,http://www.kxii.com/content/news/Families-Belong-Together-march-held-in-Grayson-County-485629891.html,,33.6356618,-96.6088805
Sherwood,Hopkins Elementary School,OR,US,6/30/2018,300,400,300 to 400,Families Belong Together,http://katu.com/news/local/hundreds-gather-for-families-belong-together-rally-in-downtown-portland,via website,,45.3562638,-122.8402122
Shorewood,,WI,US,6/30/2018,300,300,300,general protestors,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,43.0891787,-87.8875848
Shreveport,Caddo Parish Courthouse,LA,US,6/30/2018,120,120,120,Families Belong Together,https://act.moveon.org/event/families-belong-together/20701/signup/?source=&s=,https://www.shreveporttimes.com/story/news/2018/06/30/opponents-trump-immigration-policies-rally-shreveport/748558002/,,32.5251516,-93.7501789
Silver CIty,,NM,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,32.770075,-108.280326
Sioux City,Long Lines Family Recreation Center,IA,US,6/30/2018,117,117,117,Families Belong Together,https://act.moveon.org/event/families-belong-together/20398/signup/?source=&s=,https://www.facebook.com/events/502517980184670/,,42.4963416,-96.4049408
Sioux Falls ,Sidewalks in front of KELO TV station; Fawick Park,SD,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/19977/signup/?source=&s=,https://www.argusleader.com/story/news/2018/06/30/families-belong-together-protesters-rally-sioux-falls/743768002/,,43.5473028,-96.728333
Sitka,Crescent Harbor Shelter and the streets of Sitka,AK,US,6/30/2018,150,175,150 to 175,Families Belong Together,https://act.moveon.org/event/families-belong-together/20214/signup/?source=&s=,https://twitter.com/Mudpie57/status/1013291608396083200,https://twitter.com/SusanWReed/status/1013141015547564032,57.0530556,-135.33
Smyrna,,TN,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20570/signup/?source=&s=,,,35.9828412,-86.5186045
Socorro,Socorro Historic Plaza,NM,US,6/30/2018,26,26,26,Families Belong Together,https://act.moveon.org/event/families-belong-together/20502/signup/?source=&s=,https://www.facebook.com/NMFDW/photos/pcb.2082051998745145/2082050812078597/?type=3&theater,,34.0583995,-106.8914159
Solvang,SOLVANG PARK,CA,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20425/signup/?source=&s=,https://www.edhat.com/news/families-belong-together-march-in-solvang,,34.5958201,-120.1376481
Sonoma,Sonoma Plaza,CA,US,6/30/2018,87,87,87,Families Belong Together,https://act.moveon.org/event/families-belong-together/20023/signup/?source=&s=,https://www.facebook.com/events/222004868611938/,,38.291859,-122.4580356
Sonora,Southeast Corner of Mono and Greenley Rd. Intersection,CA,US,6/30/2018,112,112,112,Families Belong Together,https://act.moveon.org/event/families-belong-together/20730/signup/?source=&s=,https://twitter.com/SonoraAction/status/1013174047050326017,,37.9829496,-120.3821724
South Bend,Marycrest Building,IN,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20188/signup/?source=&s=,https://www.southbendtribune.com/news/local/heat-doesn-t-deter-south-bend-protest/article_79380760-c475-5b89-a504-d5c46a965dfe.html,,41.6763545,-86.2519898
Southbury,Playhouse Corner,CT,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20501/signup/?source=&s=,https://www.facebook.com/pg/muusct/posts/,,41.4793072,-73.2133715
Southport,Waterfront Park,NC,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20221/signup/?source=&s=,https://www.facebook.com/SouthportIndivisible/?hc_ref=ARRnAlfJ4G9BYn7KfiBpTDcZrU0wQXo4_hvcbbTFJe-Z8UkpCd8Xh5g2dFpZrE8cBTY&fref=nf,,33.921563,-78.0202677
Spokane,Grant Park,WA,US,6/30/2018,1000,1000,"1,000",Families Belong Together,http://www.spokesman.com/stories/2018/jun/30/joining-actions-around-the-country-more-than-1000-/,,,47.6587802,-117.4260465
Spring Hill,Spring Hill waterfall,FL,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20663/signup/?source=&s=,Facebook,,28.4831682,-82.5369872
Springfield,Old State Capitol,IL,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20284/signup/?source=&s=,http://www.sj-r.com/news/20180630/stay-outraged-says-immigrant-advocate-during-springfield-rally,,39.7817213,-89.6501481
Springfield,Court Square,MA,US,6/30/2018,24,1000,"24 to 1,000",Families Belong Together,https://www.wwlp.com/news/local-news/hampden-county/protesters-rally-in-springfield-about-separation-of-families/1275773483,https://www.facebook.com/events/2062048730703835/,http://www.gazettenet.com/Jody-Shapiro-Wonders-about-lack-of-coverage-18667273,42.1014831,-72.589811
Springfield,,MO,US,6/30/2018,,,Unknown,Families Belong Together,https://www.kansascity.com/news/local/article214062004.html,,,37.4233917,-93.2583626
St George,downtown,UT,US,6/30/2018,100,100,100,Families Belong Together,https://www.thespectrum.com/story/news/local/2018/06/30/families-belong-together-rally-st-george/748157002/,,,37.0965278,-113.5684164
Stamford,Stamford Government Center,CT,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20418/signup/?source=&s=,http://fairfield.dailyvoice.com/politics/fairfield-county-joins-nationwide-families-belong-together-rallies/739298/,,41.0534302,-73.5387341
Starkville,Walking Bridge on University Drive to City Hall,MS,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20716/signup/?source=&s=,,,33.3886689,-88.90306
State College,Allen Street Gates,PA,US,6/30/2018,700,700,700,Families Belong Together,https://act.moveon.org/event/families-belong-together/20178/signup/?source=&s=,https://www.centredaily.com/news/local/community/state-college/article214142899.html,,40.7933949,-77.8600012
Staten Island,Borough Hall,NY,US,6/30/2018,100,100,100,Families Belong Together,https://www.silive.com/news/2018/06/2_staten_island_families_separ.html,,,40.5795317,-74.1502007
Statesville,Mitchell College,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20587/signup/?source=&s=,,,35.7826363,-80.8872959
Staunton,Gypsy Hill Park,VA,US,6/30/2018,40,40,40,Families Belong Together,https://act.moveon.org/event/families-belong-together/20447/signup/?source=&s=,https://www.newsleader.com/story/news/local/2018/06/30/staunton-sees-familiesbelongtogether-rally/745864002/,,38.149576,-79.0716958
Steamboat Springs,Routt County Courthouse Sidewalk,CO,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20493/signup/?source=&s=,,,40.4849769,-106.8317158
Stevens Point,Division Str,WI,US,6/30/2018,180,180,180,Families Belong Together,https://act.moveon.org/event/families-belong-together/20168/signup/?source=&s=,https://www.stevenspointjournal.com/story/news/2018/06/30/wisconsin-protesters-denounce-separation-immigrant-families/734264002/,,44.5235792,-89.574563
Stevenson Ranch,Richard Rioux Park,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20227/signup/?source=&s=,,,34.3931105,-118.5907538
Stockton,MLK Plaza,CA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19965/signup/?source=&s=,https://www.facebook.com/events/1787176184682715/,https://twitter.com/MichaelDTubbs/status/1013134736644980736,37.9577016,-121.2907796
Stratford,Town Hall,CT,US,6/30/2018,57,100,57 to 100,Stratford Democratic Town Committee,https://www.facebook.com/events/401853777001365/,https://www.stratfordstar.com/82550/stratford-residents-rally-for-migrant-families/,,41.1845415,-73.1331651
Swarthmore,Swarthmore Town Center,PA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20581/signup/?source=&s=,http://www.delcotimes.com/general-news/20180630/swarthmore-rally-knows-families-belong-together,,39.9020565,-75.3499123
Sycamore,DeKalb County Courthouse,IL,US,6/30/2018,18,18,18,Families Belong Together,Facebook,,,41.9889173,-88.6867538
Syracuse,Perseverance Park,NY,US,6/30/2018,200,300,200 to 300,Families Belong Together,https://www.syracuse.com/news/index.ssf/2018/06/hundreds_brave_heat_in_syracuse_to_protest_trump_administrations_immigration_pol.html,,,43.0481221,-76.1474244
Tacoma,Wright Park,WA,US,6/30/2018,643,643,643,Families Belong Together,https://act.moveon.org/event/families-belong-together/20169/signup/?source=&s=,https://www.facebook.com/events/184630385567897/,,47.2528768,-122.4442906
Tahlequah,Cherokee County,OK,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19917/signup/?source=&s=,,,35.91537,-94.969956
Tallahassee,Florida Capitol Building,FL,US,6/30/2018,465,465,465,Families Belong Together,https://act.moveon.org/event/families-belong-together/20189/signup/?source=&s=,https://www.facebook.com/events/187531841949085/,,30.3142188,-84.3542049
Tampa,Joe Chillura Courthouse Square,FL,US,6/30/2018,978,978,978,Families Belong Together,https://act.moveon.org/event/families-belong-together/20386/signup/?source=&s=,https://www.wfla.com/1275129219,https://www.facebook.com/events/206465340180113/,27.950575,-82.4571776
Telluride,Wilkinson Public Library Terrace Patio,CO,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20613/signup/?source=&s=,https://www.facebook.com/ACTTelluride/,,37.9374939,-107.8122852
Temecula,Duck Pond,CA,US,6/30/2018,300,300,300,Families Belong Together,https://twitter.com/SDIndivisible/status/1013122035109670912,,,33.4936391,-117.1483648
Terre Haute,VIgo County Courthouse of the Prosecuting Attorney,IN,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20179/signup/?source=&s=,http://www.tribstar.com/news/local_news/hundreds-gather-at-courthouse-to-protest-u-s-immigration-policies/article_83f92128-e9d0-5c18-90f1-dff253628bbb.html,,39.4667034,-87.4139092
The Dalles,Federal Post Office Sidewalk,OR,US,6/30/2018,240,240,240,Families Belong Together,https://act.moveon.org/event/families-belong-together/20357/signup/?source=&s=,http://www.thedalleschronicle.com/news/2018/jul/01/protest-rally-draws-240/,,45.5945645,-121.1786823
The Villages,Lake Sumter Landing Town Square,FL,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20680/signup/?source=&s=,,,28.927019,-82.0037608
Tierra Amarilla,,NM,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,36.698669,-106.5518824
Toledo,Love Wall,OH,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20401/signup/?source=&s=,http://www.toledoblade.com/local/2018/06/30/Families-Belong-Together-rally-draws-hundreds-to-Toledo-Love-Wall.html,,41.6528052,-83.5378674
